state,tmax,tmin,tmed,date
GO,32.79,16.71,23.92,20210813
MA,34.71,22.41,27.57,20210813
MG,28.16,15.03,20.95,20210813
MS,29.32,13.34,19.8,20210813
MT,34.99,17.17,24.36,20210813
PA,33.26,22.64,27.09,20210813
PB,29.47,19.47,23.79,20210813
PE,29.3,19.02,23.31,20210813
PI,34.85,21.41,27.61,20210813
PR,17.61,10.76,13.56,20210813
RJ,22.27,17.95,19.78,20210813
RN,31.08,21.64,25.77,20210813
RO,34.4,18.43,24.38,20210813
RR,27.67,22.07,24.7,20210813
RS,18.3,5.86,10.59,20210813
SC,13.29,8.03,10.13,20210813
SE,27.54,19.31,23.04,20210813
SP,26.1,13.05,18.57,20210813
TO,35.24,19.55,26.8,20210813
AC,33.55,18.9,24.77,20210814
AL,26.53,18.85,22.38,20210814
AM,31.06,21.77,25.03,20210814
AP,32.92,22.71,26.55,20210814
BA,28.78,15.04,21.97,20210814
CE,34.44,21.41,27.14,20210814
DF,28.88,14.27,21.06,20210814
ES,27.94,18.33,22.01,20210814
GO,33.15,16.89,24.19,20210814
MA,34.62,21.73,27.55,20210814
MG,29.01,14.24,20.76,20210814
MS,31.84,14.05,21.26,20210814
MT,34.52,18.24,25.01,20210814
PA,32.96,22.38,26.3,20210814
PB,30.96,18.79,23.95,20210814
PE,29.65,18.21,23.0,20210814
PI,34.6,20.43,27.05,20210814
PR,23.18,12.12,16.47,20210814
RJ,22.63,16.64,18.99,20210814
RN,32.3,20.92,25.86,20210814
RO,34.52,19.93,25.49,20210814
RR,29.27,21.52,24.04,20210814
RS,20.33,10.19,14.18,20210814
SC,16.63,10.22,12.54,20210814
SE,27.64,17.85,22.69,20210814
SP,27.64,13.46,19.37,20210814
TO,35.3,19.42,26.63,20210814
AC,34.46,18.57,24.79,20210815
AL,26.79,19.99,22.95,20210815
AM,32.29,21.41,25.57,20210815
AP,32.63,22.95,26.79,20210815
BA,29.47,15.37,21.83,20210815
CE,33.78,22.25,27.23,20210815
DF,29.91,15.26,21.84,20210815
ES,25.94,17.4,21.16,20210815
GO,33.74,15.82,24.22,20210815
MA,34.82,20.37,27.1,20210815
MG,30.11,14.19,21.22,20210815
MS,34.25,15.75,23.72,20210815
MT,36.32,17.71,25.44,20210815
PA,33.84,21.64,26.66,20210815
PB,29.69,20.62,24.3,20210815
PE,29.11,19.79,23.72,20210815
PI,34.46,18.39,26.31,20210815
PR,25.88,13.74,18.75,20210815
RJ,24.25,16.5,19.34,20210815
RN,31.94,22.13,25.94,20210815
RO,35.44,19.8,25.82,20210815
RR,30.54,22.23,25.51,20210815
RS,20.6,10.24,14.44,20210815
SC,20.15,11.95,14.7,20210815
SE,26.55,20.02,22.7,20210815
SP,30.46,14.31,21.01,20210815
TO,35.56,17.61,26.12,20210815
AC,35.72,19.58,25.82,20210816
AL,27.12,19.03,22.8,20210816
AM,33.76,22.21,26.14,20210816
AP,32.38,22.79,26.71,20210816
BA,29.88,15.38,22.37,20210816
CE,33.66,22.49,26.97,20210816
DF,29.51,15.18,22.14,20210816
ES,27.1,18.54,21.79,20210816
GO,33.8,16.73,24.51,20210816
MA,34.93,20.83,27.13,20210816
MG,29.97,15.43,22.07,20210816
MS,36.06,17.08,25.44,20210816
MT,36.9,18.88,26.3,20210816
PA,34.41,21.83,26.55,20210816
PB,30.2,18.94,23.87,20210816
PE,29.28,18.25,23.08,20210816
PI,34.83,20.16,26.65,20210816
PR,27.73,15.99,20.69,20210816
RJ,26.48,16.6,20.23,20210816
RN,32.12,21.05,25.94,20210816
RO,35.88,20.8,27.04,20210816
RR,31.91,22.28,25.5,20210816
RS,21.05,10.51,14.44,20210816
SC,20.88,13.17,15.91,20210816
SE,27.93,19.17,23.26,20210816
SP,30.69,16.49,22.62,20210816
TO,35.69,17.24,25.67,20210816
AC,36.07,20.9,27.14,20210817
AL,27.24,19.27,22.96,20210817
AM,34.52,22.43,27.39,20210817
AP,33.37,22.27,26.46,20210817
BA,29.76,15.42,22.54,20210817
CE,33.78,21.13,26.9,20210817
DF,29.52,14.98,21.68,20210817
ES,28.35,17.76,21.89,20210817
GO,33.65,17.14,24.66,20210817
MA,35.08,20.41,27.03,20210817
MG,29.79,14.97,21.58,20210817
MS,36.67,18.39,26.64,20210817
MT,37.02,19.32,26.81,20210817
PA,35.04,21.73,27.37,20210817
PB,30.21,19.16,23.99,20210817
PE,29.16,18.26,23.19,20210817
PI,34.96,19.41,26.67,20210817
PR,30.72,14.94,21.71,20210817
RJ,27.56,16.41,20.57,20210817
RN,31.63,20.64,25.93,20210817
RO,36.61,21.21,27.34,20210817
RR,33.11,22.5,26.96,20210817
RS,26.75,12.69,17.08,20210817
SC,26.26,13.74,18.01,20210817
SE,27.97,19.67,23.58,20210817
SP,32.46,14.91,22.04,20210817
TO,35.94,18.02,26.23,20210817
AC,36.04,21.57,27.36,20210818
AL,27.62,19.57,23.39,20210818
AM,34.62,22.92,27.47,20210818
AP,33.77,23.27,28.04,20210818
BA,28.62,16.08,22.08,20210818
CE,33.96,20.79,26.81,20210818
DF,28.57,14.82,21.72,20210818
ES,26.98,18.06,21.67,20210818
GO,32.83,17.53,24.93,20210818
MA,35.14,21.23,27.48,20210818
MG,29.44,15.23,21.71,20210818
MS,37.7,19.84,28.26,20210818
MT,36.83,19.42,27.19,20210818
PA,35.26,21.94,27.9,20210818
PB,29.89,19.11,23.91,20210818
PE,28.93,18.64,23.26,20210818
PI,34.22,20.2,26.77,20210818
PR,32.24,17.16,23.55,20210818
RJ,28.71,17.56,21.49,20210818
RN,31.92,20.43,25.89,20210818
RO,37.04,21.83,28.75,20210818
RR,32.84,23.17,26.74,20210818
RS,27.93,15.96,20.27,20210818
SC,27.16,15.42,19.56,20210818
SE,28.29,19.03,23.18,20210818
SP,33.44,16.98,24.32,20210818
TO,35.37,19.45,26.52,20210818
AC,35.4,21.21,26.87,20210819
AL,26.21,19.8,22.92,20210819
AM,34.09,22.58,27.1,20210819
AP,34.19,23.58,28.3,20210819
BA,27.68,16.56,22.01,20210819
CE,33.84,20.96,26.9,20210819
DF,26.98,13.67,19.93,20210819
ES,26.84,17.18,22.12,20210819
GO,31.34,17.02,24.11,20210819
MA,34.61,21.0,27.11,20210819
MG,28.44,15.25,21.41,20210819
MS,36.54,20.81,28.51,20210819
MT,36.05,19.41,26.6,20210819
PA,35.12,21.58,27.68,20210819
PB,29.43,19.44,24.01,20210819
PE,28.39,18.89,23.19,20210819
PI,33.82,19.68,26.51,20210819
PR,31.57,17.34,23.47,20210819
RJ,28.41,17.18,21.64,20210819
RN,31.86,21.17,26.13,20210819
RO,36.63,21.75,27.48,20210819
RR,32.5,22.94,25.67,20210819
RS,32.77,18.06,23.22,20210819
SC,28.42,15.06,20.05,20210819
SE,26.45,19.99,22.98,20210819
SP,32.46,17.2,24.31,20210819
TO,34.1,19.76,26.1,20210819
AC,36.42,21.16,27.11,20210820
AL,26.9,20.26,23.06,20210820
AM,34.88,22.6,27.38,20210820
AP,33.85,22.9,27.56,20210820
BA,28.76,16.53,21.88,20210820
CE,33.94,22.03,27.23,20210820
DF,26.82,13.44,19.8,20210820
ES,27.24,15.35,20.78,20210820
GO,31.11,15.94,23.31,20210820
MA,35.12,20.63,27.38,20210820
MG,28.17,13.66,20.34,20210820
MS,36.04,18.88,27.11,20210820
MT,35.53,17.66,25.88,20210820
PA,35.19,21.87,27.55,20210820
PB,28.58,20.19,23.72,20210820
PE,28.13,19.52,22.87,20210820
PI,34.46,20.31,26.78,20210820
PR,30.76,16.39,22.95,20210820
RJ,29.91,15.78,21.63,20210820
RN,30.15,21.5,25.65,20210820
RO,35.44,20.92,26.51,20210820
RR,33.16,22.6,26.6,20210820
RS,25.93,17.73,22.03,20210820
SC,27.42,15.82,20.51,20210820
SE,27.37,19.55,23.02,20210820
SP,31.73,16.1,23.38,20210820
TO,34.84,18.35,26.1,20210820
AC,36.01,21.22,27.38,20210821
AL,27.39,19.59,23.43,20210821
AM,35.66,22.6,28.05,20210821
AP,34.06,23.64,28.15,20210821
BA,29.51,16.54,22.5,20210821
CE,33.8,22.62,27.38,20210821
DF,27.97,13.41,20.4,20210821
ES,28.58,15.99,21.16,20210821
GO,31.92,16.78,23.79,20210821
MA,35.16,22.78,28.05,20210821
MG,28.99,14.32,20.85,20210821
MS,35.5,18.52,26.13,20210821
MT,36.39,18.93,26.37,20210821
PA,35.53,21.95,27.7,20210821
PB,30.53,18.44,23.92,20210821
PE,29.54,18.55,23.39,20210821
PI,34.6,21.62,27.56,20210821
PR,29.65,15.65,21.87,20210821
RJ,29.66,14.6,20.73,20210821
RN,31.78,20.71,25.29,20210821
RO,35.7,21.71,27.43,20210821
RR,32.92,23.47,26.91,20210821
RS,21.22,13.24,16.17,20210821
SC,24.92,13.76,18.52,20210821
SE,27.62,19.82,23.39,20210821
SP,31.16,15.24,22.51,20210821
TO,35.85,19.39,26.78,20210821
AC,36.16,21.48,27.35,20210822
AL,27.37,19.79,22.93,20210822
AM,34.86,22.49,27.39,20210822
AP,33.48,22.89,27.78,20210822
BA,29.24,16.76,22.67,20210822
CE,34.44,21.61,27.23,20210822
DF,28.66,15.12,21.23,20210822
ES,28.96,16.66,22.08,20210822
GO,32.92,17.4,24.52,20210822
MA,35.4,21.77,27.95,20210822
MG,29.16,14.11,21.04,20210822
MS,36.62,19.8,26.57,20210822
MT,36.91,19.28,26.79,20210822
PA,35.3,22.27,28.08,20210822
PB,30.43,20.18,24.51,20210822
PE,29.47,19.65,23.8,20210822
PI,35.4,20.93,27.7,20210822
PR,30.26,15.44,22.02,20210822
RJ,29.59,14.99,20.56,20210822
RN,32.3,21.98,26.25,20210822
RO,36.26,21.99,27.62,20210822
RR,32.94,22.96,26.38,20210822
RS,28.32,14.77,19.77,20210822
SC,27.06,13.35,18.5,20210822
SE,27.12,19.89,23.12,20210822
SP,31.53,15.33,22.61,20210822
TO,36.0,21.08,27.34,20210822
AC,36.79,22.11,28.1,20210823
AL,27.7,20.29,23.83,20210823
AM,35.18,22.62,27.59,20210823
AP,33.15,23.44,27.91,20210823
BA,29.7,17.4,22.79,20210823
CE,33.92,21.91,27.32,20210823
DF,30.12,15.33,22.23,20210823
ES,29.13,17.43,22.61,20210823
GO,33.91,17.39,25.11,20210823
MA,35.58,21.61,28.12,20210823
MG,30.3,14.9,21.66,20210823
MS,37.1,20.55,27.58,20210823
MT,37.36,20.02,27.62,20210823
PA,35.33,22.69,28.04,20210823
PB,28.88,20.09,24.07,20210823
PE,29.57,19.71,23.91,20210823
PI,35.99,21.15,27.9,20210823
PR,30.78,15.86,22.46,20210823
RJ,31.56,15.22,21.86,20210823
RN,30.09,21.62,25.85,20210823
RO,36.89,23.09,28.2,20210823
RR,32.66,23.07,26.84,20210823
RS,22.16,15.0,18.57,20210823
SC,26.67,14.61,19.52,20210823
SE,28.28,20.99,24.35,20210823
SP,33.4,16.01,23.61,20210823
TO,36.48,19.97,27.37,20210823
AC,35.33,22.85,28.99,20210824
AL,27.94,20.87,24.06,20210824
AM,34.59,22.96,28.47,20210824
AP,31.32,23.39,28.2,20210824
BA,29.27,17.2,23.06,20210824
CE,32.88,22.53,27.62,20210824
DF,30.66,15.77,22.79,20210824
ES,28.19,17.38,22.23,20210824
GO,33.45,18.16,25.65,20210824
MA,34.48,22.59,28.3,20210824
MG,29.99,15.29,22.34,20210824
MS,35.98,21.33,28.46,20210824
MT,35.94,20.2,27.79,20210824
PA,33.8,22.71,28.08,20210824
PB,28.79,20.63,24.2,20210824
PE,28.86,19.22,24.01,20210824
PI,34.31,21.84,28.28,20210824
PR,30.15,18.56,23.56,20210824
RJ,31.3,16.14,22.26,20210824
RN,30.51,22.56,25.92,20210824
RO,35.14,21.89,27.68,20210824
RR,32.61,23.28,26.97,20210824
RS,18.99,12.92,15.47,20210824
SC,25.6,16.11,19.71,20210824
SE,28.88,20.68,24.07,20210824
SP,33.71,17.51,24.97,20210824
TO,36.63,19.92,27.39,20210824
AC,35.43,22.28,28.83,20210825
AL,28.08,20.7,24.05,20210825
AM,34.55,23.7,29.04,20210825
AP,31.18,23.06,27.7,20210825
BA,30.31,17.09,23.41,20210825
CE,32.99,22.66,27.77,20210825
DF,30.87,15.52,22.9,20210825
ES,28.06,16.25,21.92,20210825
GO,33.84,18.47,25.98,20210825
MA,33.61,23.18,27.95,20210825
MG,30.5,14.58,22.38,20210825
MS,35.47,21.43,28.52,20210825
MT,35.67,20.85,28.14,20210825
PA,33.54,23.36,28.47,20210825
PB,29.18,20.06,24.44,20210825
PE,29.43,19.96,24.64,20210825
PI,33.92,22.86,28.63,20210825
PR,31.18,19.03,24.08,20210825
RJ,31.47,15.89,22.16,20210825
RN,30.78,22.13,26.54,20210825
RO,33.73,23.13,28.43,20210825
RR,32.61,23.89,28.32,20210825
RS,17.65,14.21,16.06,20210825
SC,24.57,15.8,19.47,20210825
SE,28.78,20.85,24.09,20210825
SP,34.47,17.98,25.45,20210825
TO,35.72,20.56,28.06,20210825
AC,35.1,22.82,28.77,20210826
AL,28.3,20.12,24.14,20210826
AM,34.82,23.61,29.28,20210826
AP,31.13,22.3,27.58,20210826
BA,29.89,17.76,23.85,20210826
CE,33.63,22.18,27.79,20210826
DF,32.18,16.2,23.99,20210826
ES,28.05,19.26,23.26,20210826
GO,33.74,18.65,26.48,20210826
MA,35.71,23.39,28.48,20210826
MG,30.71,15.75,22.69,20210826
MS,28.0,17.85,23.58,20210826
MT,33.31,21.55,28.13,20210826
PA,32.97,23.39,28.39,20210826
PB,30.39,19.45,24.55,20210826
PE,29.94,19.47,24.55,20210826
PI,36.27,23.29,28.96,20210826
PR,21.94,15.17,17.81,20210826
RJ,31.77,17.38,23.34,20210826
RN,31.76,21.59,26.43,20210826
RO,34.97,23.64,28.13,20210826
RR,32.35,23.92,27.79,20210826
RS,17.46,9.61,13.53,20210826
SC,21.24,14.18,17.76,20210826
SE,29.42,20.5,24.33,20210826
SP,31.36,18.4,24.76,20210826
TO,37.38,21.39,28.44,20210826
AC,32.65,21.64,27.27,20210827
AL,28.59,20.29,24.39,20210827
AM,34.24,23.41,28.32,20210827
AP,31.74,23.16,28.16,20210827
BA,29.95,17.59,23.68,20210827
CE,33.19,22.3,27.97,20210827
DF,31.59,18.15,24.22,20210827
ES,28.15,18.74,23.12,20210827
GO,33.74,19.38,25.89,20210827
MA,35.31,22.81,28.64,20210827
MG,29.98,16.51,22.78,20210827
MS,24.8,16.09,19.8,20210827
MT,35.23,19.62,26.06,20210827
PA,33.42,23.19,27.93,20210827
PB,30.2,20.12,25.27,20210827
PE,30.16,19.67,25.04,20210827
PI,35.42,22.32,29.04,20210827
PR,16.34,11.28,13.65,20210827
RJ,26.69,17.04,21.82,20210827
RN,31.54,21.46,26.8,20210827
RO,35.5,20.12,25.53,20210827
RR,31.36,24.29,27.64,20210827
RS,19.68,6.55,11.94,20210827
SC,16.87,10.01,12.7,20210827
SE,29.3,20.86,24.41,20210827
SP,24.68,16.39,20.67,20210827
TO,36.73,21.91,28.58,20210827
AC,31.2,20.43,24.51,20210828
AL,28.74,20.82,24.11,20210828
AM,33.45,22.94,27.33,20210828
AP,33.57,24.07,28.08,20210828
BA,30.11,18.46,23.75,20210828
CE,34.46,21.9,27.79,20210828
DF,29.47,17.44,23.25,20210828
ES,27.6,17.44,22.68,20210828
GO,32.37,19.59,25.66,20210828
MA,35.85,23.38,29.21,20210828
MG,27.26,17.02,21.79,20210828
MS,26.62,16.94,20.73,20210828
MT,36.22,21.23,27.44,20210828
PA,34.88,23.85,28.13,20210828
PB,31.15,20.24,25.15,20210828
PE,30.48,20.56,25.1,20210828
PI,35.88,23.08,29.43,20210828
PR,19.12,12.85,15.45,20210828
RJ,26.31,17.75,21.48,20210828
RN,32.74,21.39,26.71,20210828
RO,34.69,21.72,26.37,20210828
RR,27.68,22.39,25.71,20210828
RS,21.41,8.21,13.4,20210828
SC,17.51,10.39,13.12,20210828
SE,29.38,21.28,24.8,20210828
SP,21.23,15.41,17.89,20210828
TO,37.1,22.15,29.04,20210828
AC,32.99,20.59,24.86,20210829
AL,28.25,20.98,24.75,20210829
AM,31.58,22.56,25.26,20210829
AP,31.36,23.7,26.64,20210829
BA,29.97,18.7,23.98,20210829
CE,32.32,22.75,27.43,20210829
DF,28.76,16.28,21.82,20210829
ES,26.26,17.44,21.53,20210829
GO,30.68,18.84,24.8,20210829
MA,35.27,23.04,28.49,20210829
MG,27.35,15.79,21.13,20210829
MS,26.45,18.7,21.89,20210829
MT,33.46,21.63,26.91,20210829
PA,33.46,22.94,26.48,20210829
PB,30.08,21.2,24.99,20210829
PE,29.96,20.45,25.02,20210829
PI,34.7,22.51,28.58,20210829
PR,22.6,13.82,17.38,20210829
RJ,25.71,17.16,20.64,20210829
RN,31.1,23.04,26.33,20210829
RO,34.58,23.05,27.19,20210829
RR,29.86,21.22,23.71,20210829
RS,23.75,11.59,16.23,20210829
SC,18.73,11.68,14.08,20210829
SE,29.39,21.28,24.85,20210829
SP,24.05,15.64,18.94,20210829
TO,36.52,21.94,28.39,20210829
AC,31.11,21.54,25.38,20210830
AL,28.17,21.29,24.29,20210830
AM,30.01,22.1,24.82,20210830
AP,31.11,23.4,26.74,20210830
BA,29.32,18.96,24.13,20210830
CE,32.33,22.68,27.49,20210830
DF,28.65,16.2,21.92,20210830
ES,24.06,17.51,19.93,20210830
GO,32.03,18.32,24.41,20210830
MA,35.05,23.74,28.88,20210830
MG,27.54,15.56,21.06,20210830
MS,30.18,16.99,22.45,20210830
MT,36.14,21.13,26.87,20210830
PA,32.3,23.46,27.05,20210830
PB,29.91,20.35,24.72,20210830
PE,29.35,20.69,24.9,20210830
PI,33.61,23.04,28.29,20210830
PR,24.46,12.79,17.92,20210830
RJ,24.02,17.01,20.02,20210830
RN,32.11,21.61,26.05,20210830
RO,34.67,22.84,27.47,20210830
RR,30.25,23.13,25.36,20210830
RS,25.14,12.91,17.68,20210830
SC,20.05,11.47,14.64,20210830
SE,27.97,20.55,23.97,20210830
SP,27.11,15.5,20.33,20210830
TO,35.65,22.24,28.52,20210830
AC,31.4,20.93,25.66,20210831
AL,28.91,20.25,24.41,20210831
AM,29.11,22.14,24.98,20210831
AP,31.27,22.15,27.07,20210831
BA,28.66,19.12,23.91,20210831
CE,32.22,22.35,27.47,20210831
DF,28.41,16.37,21.03,20210831
ES,23.53,17.42,19.36,20210831
GO,31.5,18.2,24.25,20210831
MA,32.23,23.99,28.44,20210831
MG,26.3,15.94,20.8,20210831
MS,32.18,18.94,24.72,20210831
MT,36.05,20.69,27.09,20210831
PA,31.31,22.68,26.25,20210831
PB,30.11,20.45,24.57,20210831
PE,30.72,20.42,25.11,20210831
PI,33.49,23.13,28.67,20210831
PR,25.94,13.58,19.04,20210831
RJ,23.76,16.89,19.39,20210831
RN,30.86,21.56,25.56,20210831
RO,35.26,23.17,28.04,20210831
RR,28.94,21.93,25.36,20210831
RS,26.5,14.14,19.0,20210831
SC,21.44,12.17,15.92,20210831
SE,28.38,21.08,24.18,20210831
SP,27.72,14.98,20.7,20210831
TO,32.85,22.21,27.82,20210831
AC,34.18,21.71,26.34,20210901
AL,28.03,20.03,23.68,20210901
AM,31.08,22.8,25.53,20210901
AP,31.6,22.01,26.57,20210901
BA,27.81,18.94,23.56,20210901
CE,32.52,22.45,27.35,20210901
DF,27.8,14.94,20.88,20210901
ES,22.56,18.16,19.72,20210901
GO,31.8,17.87,24.35,20210901
MA,33.19,23.49,28.0,20210901
MG,26.46,15.09,20.3,20210901
MS,33.26,19.68,25.91,20210901
MT,35.47,20.31,27.49,20210901
PA,30.65,22.09,25.53,20210901
PB,29.46,19.48,24.36,20210901
PE,29.2,19.58,24.35,20210901
PI,33.23,22.64,28.25,20210901
PR,27.16,13.53,19.44,20210901
RJ,24.35,17.42,19.76,20210901
RN,31.11,21.55,25.61,20210901
RO,35.23,23.56,28.56,20210901
RR,30.21,21.98,24.65,20210901
RS,27.92,14.6,19.55,20210901
SC,23.59,12.67,16.53,20210901
SE,29.07,21.1,24.2,20210901
SP,28.71,14.84,20.88,20210901
TO,34.14,22.0,27.1,20210901
AC,35.07,21.71,27.21,20210902
AL,28.28,18.7,23.14,20210902
AM,34.23,22.54,26.57,20210902
AP,34.89,23.28,27.83,20210902
BA,28.96,18.11,22.71,20210902
CE,35.03,22.47,27.84,20210902
DF,28.67,15.69,21.29,20210902
ES,24.49,17.41,20.13,20210902
GO,32.78,17.96,24.59,20210902
MA,34.27,22.93,27.41,20210902
MG,27.92,15.26,20.46,20210902
MS,36.27,20.29,26.97,20210902
MT,35.14,21.61,27.16,20210902
PA,33.06,22.59,26.19,20210902
PB,31.62,19.28,24.69,20210902
PE,30.67,18.72,24.22,20210902
PI,34.41,22.94,28.0,20210902
PR,28.65,13.85,20.48,20210902
RJ,26.61,16.27,20.27,20210902
RN,33.11,21.32,26.45,20210902
RO,34.3,22.48,26.76,20210902
RR,33.56,22.98,27.16,20210902
RS,26.47,15.7,20.34,20210902
SC,25.33,13.3,17.93,20210902
SE,28.88,19.49,23.73,20210902
SP,30.34,14.75,21.54,20210902
TO,34.67,21.44,26.77,20210902
AC,35.9,21.64,27.4,20210903
AL,28.33,20.13,23.86,20210903
AM,34.63,22.77,27.29,20210903
AP,32.61,23.85,27.26,20210903
BA,31.04,17.28,23.18,20210903
CE,35.41,22.13,28.18,20210903
DF,30.35,15.43,22.31,20210903
ES,27.2,16.89,20.51,20210903
GO,34.51,17.61,25.26,20210903
MA,35.16,22.42,28.13,20210903
MG,29.88,15.48,21.49,20210903
MS,36.09,20.03,27.46,20210903
MT,34.13,22.32,27.69,20210903
PA,33.26,23.0,26.54,20210903
PB,31.13,19.62,25.28,20210903
PE,31.26,19.32,24.66,20210903
PI,36.37,22.09,28.56,20210903
PR,27.22,14.75,21.8,20210903
RJ,29.49,16.7,21.65,20210903
RN,32.62,21.73,26.9,20210903
RO,34.21,22.69,26.72,20210903
RR,31.55,23.33,26.66,20210903
RS,21.84,15.04,18.43,20210903
SC,26.11,13.41,18.89,20210903
SE,29.52,20.29,24.41,20210903
SP,32.57,15.24,22.96,20210903
TO,35.99,20.89,27.78,20210903
AC,36.53,22.73,28.79,20210904
AL,28.99,21.03,24.33,20210904
AM,34.57,22.95,27.08,20210904
AP,34.1,23.32,27.69,20210904
BA,31.94,19.28,25.1,20210904
CE,34.01,23.43,28.28,20210904
DF,31.1,16.18,22.46,20210904
ES,31.11,18.35,23.77,20210904
GO,34.47,19.88,25.38,20210904
MA,35.64,23.99,28.83,20210904
MG,31.73,16.94,23.4,20210904
MS,36.58,21.84,28.01,20210904
MT,37.16,21.38,27.31,20210904
PA,33.9,23.01,26.89,20210904
PB,30.91,21.44,26.24,20210904
PE,31.54,21.45,25.72,20210904
PI,36.37,24.4,29.83,20210904
PR,28.76,17.1,22.74,20210904
RJ,29.14,17.89,23.52,20210904
RN,32.22,22.73,27.44,20210904
RO,36.04,22.63,27.37,20210904
RR,31.88,22.5,25.23,20210904
RS,21.94,13.17,16.52,20210904
SC,22.83,14.49,18.16,20210904
SE,29.3,22.23,25.36,20210904
SP,33.46,16.53,24.38,20210904
TO,37.02,22.35,28.79,20210904
AC,35.52,23.53,28.89,20210905
AL,30.21,21.51,25.11,20210905
AM,34.2,24.05,27.21,20210905
AP,33.67,22.92,26.9,20210905
BA,33.5,20.78,26.55,20210905
CE,34.95,23.23,28.18,20210905
DF,32.68,17.7,24.41,20210905
ES,32.35,19.89,25.23,20210905
GO,35.42,20.84,26.55,20210905
MA,36.17,24.01,28.78,20210905
MG,33.55,18.4,25.14,20210905
MS,34.01,23.11,27.9,20210905
MT,37.37,22.98,29.03,20210905
PA,33.46,23.99,27.02,20210905
PB,31.51,21.26,25.52,20210905
PE,32.27,22.32,26.34,20210905
PI,36.98,25.03,30.59,20210905
PR,29.93,17.3,22.32,20210905
RJ,27.58,18.62,23.03,20210905
RN,32.92,22.54,27.23,20210905
RO,35.76,23.91,28.16,20210905
RR,32.48,22.09,25.5,20210905
RS,21.24,14.31,16.84,20210905
SC,24.61,14.43,18.12,20210905
SE,30.22,22.72,25.99,20210905
SP,33.77,17.0,24.3,20210905
TO,36.61,23.69,29.17,20210905
AC,32.35,22.25,25.43,20210906
AL,30.19,20.58,24.99,20210906
AM,34.05,22.78,25.97,20210906
AP,34.13,23.85,28.11,20210906
BA,34.14,19.64,26.17,20210906
CE,35.48,22.54,28.16,20210906
DF,34.33,16.45,24.7,20210906
ES,31.27,20.45,24.59,20210906
GO,37.55,19.28,27.59,20210906
MA,35.84,22.76,28.65,20210906
MG,35.12,17.49,25.46,20210906
MS,38.35,21.27,28.01,20210906
MT,37.57,21.59,28.11,20210906
PA,34.26,23.22,27.76,20210906
PB,32.63,20.63,25.79,20210906
PE,32.96,20.77,26.32,20210906
PI,37.56,22.75,29.61,20210906
PR,30.11,19.06,25.1,20210906
RJ,27.82,18.34,22.24,20210906
RN,33.6,21.87,27.24,20210906
RO,35.2,23.0,26.74,20210906
RR,33.06,22.69,25.81,20210906
RS,21.72,11.91,15.66,20210906
SC,22.03,13.39,17.27,20210906
SE,30.94,21.92,25.8,20210906
SP,33.48,17.21,24.81,20210906
TO,37.69,22.23,29.12,20210906
AC,33.82,21.57,26.09,20210907
AL,29.99,20.07,24.64,20210907
AM,33.92,22.74,27.23,20210907
AP,34.38,22.71,28.2,20210907
BA,33.62,19.45,26.86,20210907
CE,34.84,22.79,27.95,20210907
DF,33.77,18.31,25.43,20210907
ES,27.65,21.1,24.12,20210907
GO,37.62,19.9,27.73,20210907
MA,34.92,23.05,28.53,20210907
MG,33.13,18.81,25.87,20210907
MS,38.26,22.89,30.12,20210907
MT,37.75,22.1,29.24,20210907
PA,34.25,23.35,27.86,20210907
PB,32.35,20.35,26.13,20210907
PE,32.49,20.08,26.05,20210907
PI,37.48,22.77,30.26,20210907
PR,29.73,16.79,22.59,20210907
RJ,25.95,19.35,22.58,20210907
RN,32.91,21.84,27.07,20210907
RO,34.73,23.04,28.03,20210907
RR,33.71,22.86,27.61,20210907
RS,19.35,14.92,17.48,20210907
SC,20.54,14.01,17.18,20210907
SE,29.34,21.71,25.33,20210907
SP,33.82,17.19,24.64,20210907
TO,35.62,22.74,29.19,20210907
AC,35.72,21.9,27.76,20210908
AL,28.93,21.24,24.99,20210908
AM,34.44,23.07,27.72,20210908
AP,34.76,23.37,28.7,20210908
BA,31.89,19.18,25.29,20210908
CE,34.38,22.13,27.71,20210908
DF,32.79,20.55,26.58,20210908
ES,25.59,19.77,22.5,20210908
GO,36.87,21.8,28.95,20210908
MA,35.28,23.28,28.39,20210908
MG,32.98,18.82,24.96,20210908
MS,37.91,23.56,30.31,20210908
MT,37.34,23.3,29.53,20210908
PA,33.89,23.2,27.83,20210908
PB,30.86,20.52,25.37,20210908
PE,31.42,20.66,25.75,20210908
PI,35.92,23.23,29.26,20210908
PR,29.62,18.39,22.47,20210908
RJ,26.99,18.87,21.7,20210908
RN,32.68,21.93,26.7,20210908
RO,36.18,22.71,28.13,20210908
RR,33.58,23.42,27.92,20210908
RS,20.31,15.58,17.41,20210908
SC,19.77,15.22,17.1,20210908
SE,28.88,22.02,25.25,20210908
SP,35.94,19.26,26.12,20210908
TO,36.3,22.26,28.66,20210908
AC,34.88,23.04,27.7,20210909
AL,29.92,20.34,24.91,20210909
AM,33.21,23.34,26.98,20210909
AP,34.88,23.09,28.45,20210909
BA,33.2,17.44,24.69,20210909
CE,35.17,22.05,27.86,20210909
DF,34.21,18.65,25.94,20210909
ES,30.05,18.99,23.1,20210909
GO,35.73,20.76,28.1,20210909
MA,35.73,22.42,28.03,20210909
MG,33.77,18.46,25.3,20210909
MS,27.08,18.24,23.16,20210909
MT,31.47,22.08,27.4,20210909
